Tanggal_Rilis,Judul,Kategori,Genre,Rating_IMDb,Durasi_Menit,Sutradara,Negara_Asal,Pendapatan_Global_Juta_USD,Jumlah_Ulasan_IMDb
2024-08-22,Thaghut,Indonesia,Horor,6.4,100.0,Sidharta Tata,Indonesia,,6700.0
2024-08-23,Alien: Romulus,Hollywood,Horor/Sci-Fi,7.3,119.0,Fede Álvarez,Amerika Serikat,349.8,254000.0
2024-08-29,Srimulat 3,Indonesia,Komedi,6.8,115.0,Fajar Nugros,Indonesia,,7800.0
2024-09-05,Jerangkong,Indonesia,Horor,5.6,92.0,Hadrah Daeng Ratu,Indonesia,,2900.0
2024-09-06,Speak No Evil,Hollywood,Thriller/Horor,7.4,111.0,James Watkins,Amerika Serikat,,84000.0
2024-09-13,Beetlejuice Beetlejuice,Hollywood,Komedi/Fantasi,7.0,105.0,Tim Burton,Amerika Serikat,450.8,202000.0
2024-09-19,Night Bus,Indonesia,Thriller/Horor,6.8,98.0,Abner Priyatna,Indonesia,,8300.0
2024-09-20,Transformers One,Hollywood,Animasi/Aksi,7.3,104.0,Josh Cooley,Amerika Serikat,225.1,67000.0
2024-09-26,Hadirmu Mengubah Segalanya,Indonesia,Drama/Romansa,6.0,105.0,Rudi Soedjarwo,Indonesia,,2800.0
2024-10-03,Malam Keramat,Indonesia,Horor,5.7,88.0,Guntur Soeharjanto,Indonesia,,2400.0
2024-10-04,Joker: Folie à Deux,Hollywood,Drama/Musikal,5.2,138.0,Todd Phillips,Amerika Serikat,193.3,282000.0
2024-10-11,Trap,Hollywood,Thriller,6.5,105.0,M. Night Shyamalan,Amerika Serikat,77.2,68000.0
2024-10-17,Rumah Untuk Alie,Indonesia,Drama,7.2,107.0,Riri Riza,Indonesia,,5800.0
2024-10-18,Terrifier 3,Hollywood,Horor/Slasher,7.3,125.0,Damien Leone,Amerika Serikat,126.5,142000.0
2024-10-18,Smile 2,Hollywood,Horor/Thriller,7.0,127.0,Parker Finn,Amerika Serikat,134.6,116000.0
2024-10-24,13 Bom di Jakarta,Indonesia,Aksi/Thriller,7.0,118.0,Angga Dwimas Sasongko,Indonesia,,14000.0
2024-11-01,Venom: The Last Dance,Hollywood,Aksi/Sci-Fi,5.9,109.0,Kelly Marcel,Amerika Serikat,477.4,128000.0
2024-11-07,Senyawa,Indonesia,Horor/Thriller,6.9,103.0,Wregas Bhanuteja,Indonesia,,7100.0
2024-11-08,Red One,Hollywood,Aksi/Komedi,6.3,123.0,Jake Kasdan,Amerika Serikat,185.1,83000.0
2024-11-21,Laura Anna,Indonesia,Drama/Biografi,6.6,115.0,Monty Tiwa,Indonesia,,9600.0
2024-11-22,Gladiator II,Hollywood,Drama/Aksi,7.2,148.0,Ridley Scott,Amerika Serikat,455.9,272000.0
2024-11-27,Wicked,Hollywood,Musikal/Fantasi,7.4,160.0,Jon M. Chu,Amerika Serikat,752.0,233000.0
2024-11-28,Ambyar Mak Byar,Indonesia,Komedi/Musikal,6.3,105.0,Bayu Skak,Indonesia,,6100.0
2024-12-05,Pertaruhan,Indonesia,Drama,6.8,110.0,Guntur Soeharjanto,Indonesia,,4500.0
2024-12-12,Buya Hamka: Vol. III,Indonesia,Biografi/Drama,7.6,130.0,Fajar Nugros,Indonesia,,9800.0
2024-12-13,Kraven the Hunter,Hollywood,Aksi,4.7,127.0,J.C. Chandor,Amerika Serikat,26.0,36000.0
2024-12-19,Jebakan Betmen,Indonesia,Komedi/Kriminal,6.4,105.0,Adriyanto Dewo,Indonesia,,6200.0
2024-12-20,Sonic the Hedgehog 3,Hollywood,Animasi/Petualangan,7.3,109.0,Jeff Fowler,Amerika Serikat,461.1,104000.0
2024-12-25,Mufasa: The Lion King,Hollywood,Animasi/Drama,6.9,118.0,Barry Jenkins,Amerika Serikat,722.3,55000.0
2024-12-26,Reuni Z,Indonesia,Horor/Komedi,6.4,102.0,Ody C. Harahap,Indonesia,,5200.0
2025-01-09,1 Imam 2 Makmum,Indonesia,Drama,6.3,100.0,Benni Setiawan,Indonesia,,
2025-01-16,Ambyar Mak Byar 2,Indonesia,Komedi/Musikal,6.0,98.0,Bayu Skak,Indonesia,,
2025-01-23,1 Kakak 7 Ponakan,Indonesia,Komedi/Keluarga,5.9,95.0,Benni Setiawan,Indonesia,,
2025-01-24,Flight Risk,Hollywood,Aksi/Thriller,6.0,91.0,Mel Gibson,Amerika Serikat,59.8,42000.0
2025-02-06,Pabrik Gula 2,Indonesia,Horor,7.0,106.0,Lele Laila,Indonesia,,
2025-02-06,Lagu Cinta untuk Mama,Indonesia,Drama/Keluarga,6.8,110.0,Guntur Soeharjanto,Indonesia,,
2025-02-13,Norma: Antara Mertua dan Menantu,Indonesia,Drama/Komedi,6.1,103.0,Herwin Novianto,Indonesia,,
2025-02-14,Captain America: Brave New World,Hollywood,Aksi/Sci-Fi,6.1,118.0,Julius Onah,Amerika Serikat,430.1,175000.0
2025-02-20,Komang,Indonesia,Drama/Romansa,7.3,118.0,Yandy Laurens,Indonesia,,
2025-02-27,Bidadari Dari Surga,Indonesia,Drama,6.2,100.0,Guntur Soeharjanto,Indonesia,,
2025-02-28,Novocaine,Hollywood,Aksi/Komedi,6.4,109.0,Dan Berk,Amerika Serikat,,38000.0
2025-03-05,Mickey 17,Hollywood,Sci-Fi/Komedi,7.0,137.0,Bong Joon-ho,Korea Selatan,203.5,132000.0
2025-03-06,Kisah Tanah Jawa: Pocong Gundul,Indonesia,Horor,6.5,98.0,Rizal Mantovani,Indonesia,,
2025-03-13,Horor Bromo,Indonesia,Horor,5.8,92.0,Sidharta Tata,Indonesia,,
2025-03-14,Snow White,Hollywood,Musikal/Fantasi,2.9,109.0,Marc Webb,Amerika Serikat,218.5,45000.0
2025-03-19,A Working Man,Hollywood,Aksi/Thriller,6.0,116.0,David Ayer,Amerika Serikat,,38000.0
2025-03-20,Perempuan Bergaun Merah,Indonesia,Horor/Thriller,6.3,95.0,Kimo Stamboel,Indonesia,,
2025-03-27,Buya Hamka: Vol. IV,Indonesia,Biografi/Drama,7.4,132.0,Fajar Nugros,Indonesia,,
2025-03-28,Drop,Hollywood,Thriller,6.6,95.0,Christopher Landon,Amerika Serikat,,28000.0
2025-03-31,Jumbo,Indonesia,Animasi,7.7,115.0,Ryan Adriandhy,Indonesia,,
2025-04-03,Muslihat,Indonesia,Horor/Thriller,6.7,108.0,Angga Dwimas Sasongko,Indonesia,,
2025-04-10,Ahmad Yani: Patriot Sejati,Indonesia,Biografi/Drama,6.4,125.0,Hanung Bramantyo,Indonesia,,
2025-04-17,Pengepungan di Bukit Duri,Indonesia,Thriller/Drama,8.2,140.0,Joko Anwar,Indonesia,,
2025-04-24,Harun & Harun,Indonesia,Drama,7.0,115.0,Wregas Bhanuteja,Indonesia,,
2025-04-30,Thunderbolts*,Hollywood,Aksi/Sci-Fi,7.0,126.0,Jake Schreier,Amerika Serikat,,
2025-05-01,Hidup adalah Kita,Indonesia,Drama/Musikal,6.8,112.0,Riri Riza,Indonesia,,
2025-05-01,Sinners,Hollywood,Horor/Drama,7.9,137.0,Ryan Coogler,Amerika Serikat,,
2025-05-07,Final Destination: Bloodlines,Hollywood,Horor,6.8,110.0,Zach Lipovsky,Amerika Serikat,,
2025-05-08,Gondola,Indonesia,Drama/Fantasi,7.1,110.0,Wregas Bhanuteja,Indonesia,,
2025-05-15,Syirik,Indonesia,Horor,6.0,98.0,Azhar Kinoi Lubis,Indonesia,,
2025-05-21,Mission: Impossible – The Final Reckoning,Hollywood,Aksi/Thriller,8.0,169.0,Christopher McQuarrie,Amerika Serikat,,
2025-05-22,Lilo & Stitch,Hollywood,Animasi/Keluarga,6.2,107.0,Dean Fleischer Camp,Amerika Serikat,,
2025-05-28,Karate Kid: Legends,Hollywood,Aksi/Drama,,99.0,Jonathan Entwistle,Amerika Serikat,,
2025-05-29,Dua Hati Biru,Indonesia,Drama/Romansa,7.4,118.0,Gina S. Noer,Indonesia,,
2025-06-04,28 Years Later,Hollywood,Horor/Sci-Fi,,115.0,Danny Boyle,Inggris,,
2025-06-06,How to Train Your Dragon (Live Action),Hollywood,Petualangan/Fantasi,,125.0,Dean DeBlois,Amerika Serikat,,
2025-06-12,Bayang-Bayang Anak Jahanam,Indonesia,Horor,6.1,95.0,Upi,Indonesia,,
2025-06-18,F1,Hollywood,Drama/Olahraga,,140.0,Joseph Kosinski,Amerika Serikat,,
2025-06-20,Gowok: Kamasutra Jawa,Indonesia,Drama,6.9,105.0,Hanung Bramantyo,Indonesia,,
2025-07-02,Jurassic World Rebirth,Hollywood,Petualangan/Sci-Fi,,,Gareth Edwards,Amerika Serikat,,
2025-07-09,Superman,Hollywood,Aksi/Sci-Fi,,,James Gunn,Amerika Serikat,,
2025-07-17,Brata,Indonesia,Aksi/Thriller,6.9,118.0,Angga Dwimas Sasongko,Indonesia,,
2025-07-23,The Fantastic Four: First Steps,Hollywood,Aksi/Sci-Fi,,,Matt Shakman,Amerika Serikat,,
2025-08-06,Mortal Kombat 2,Hollywood,Aksi,,,Simon McQuoid,Amerika Serikat,,
2025-08-08,Elio,Hollywood,Animasi/Sci-Fi,,,Domee Shi,Amerika Serikat,,
2025-08-14,Bumi Manusia 2,Indonesia,Drama/Sejarah,7.6,145.0,Hanung Bramantyo,Indonesia,,
2025-08-28,Teman Tapi Menikah 3,Indonesia,Drama/Romansa,6.7,108.0,Rako Prijanto,Indonesia,,
2025-09-04,Sri Asih 2,Indonesia,Aksi/Superhero,6.3,120.0,Upi,Indonesia,,
2025-09-25,Si Manis Jembatan Ancol,Indonesia,Horor,6.2,95.0,Jose Poernomo,Indonesia,,
2025-10-09,KKN di Desa Penari: Sipon,Indonesia,Horor,6.8,110.0,Awi Suryadi,Indonesia,,
2025-10-29,Wicked: For Good,Hollywood,Musikal/Fantasi,,,Jon M. Chu,Amerika Serikat,,
2025-11-06,Dendam Tak Akan Pernah Usai,Indonesia,Thriller/Drama,7.1,112.0,Kimo Stamboel,Indonesia,,
2025-11-13,Satria Dewa: Gatotkaca 2,Indonesia,Aksi/Fantasi,6.5,118.0,Hanung Bramantyo,Indonesia,,
2025-11-26,Zootopia 2,Hollywood,Animasi/Komedi,,,Byron Howard,Amerika Serikat,,
2025-12-11,Laskar Pelangi: Balas Budi,Indonesia,Drama/Keluarga,7.3,125.0,Riri Riza,Indonesia,,
2025-12-17,Avatar: Fire and Ash,Hollywood,Sci-Fi/Petualangan,,,James Cameron,Amerika Serikat,,
2025-12-25,Natal di Ujung Dunia,Indonesia,Drama/Keluarga,6.5,105.0,Riri Riza,Indonesia,,
